Stock,Date,Industry,Open,Close,High,Low,Volume,Adjust Close Price,Daily Value Traded,Beta,RSI,EPS,Total Revenue Quarter,Dividend per share Quarter
XOM,5/9/2023,Energy,108.34,109.14,110.23,108.21,11.37077,100.06769,1241.00584,1.09283,42.73791,6.15461,84183,0.91
XOM,5/8/2023,Energy,110.5,109.11,110.97,109.04,11.18775,100.04018,1220.6954,1.56301,42.66185,6.15461,84183,0.91
XOM,5/7/2023,Energy,0,0,0,0,0,99.64593,0,1.6998,41.6299,6.15461,84183,0.91
XOM,5/6/2023,Energy,0,0,0,0,0,99.64593,0,1.93598,41.6299,6.15461,84183,0.91
XOM,5/5/2023,Energy,108.55,108.68,109.43,107.53,14.9682,99.64593,1626.74398,1.93598,41.6299,6.15461,84183,0.91
XOM,5/4/2023,Energy,107.9,106.04,108.75,105.91,17.17715,97.22538,1821.46499,4.71852,34.95617,6.15461,84183,0.91
XOM,5/3/2023,Energy,109.08,107.93,109.81,107.755,16.21234,98.95827,1749.79786,0.61373,37.83162,6.15461,84183,0.91
XOM,5/2/2023,Energy,113.94,110.1,113.94,109.29,24.3241,100.94789,2678.08341,2.57013,41.46837,6.15461,84183,0.91
XOM,5/1/2023,Energy,115.99,114.67,117.3,114.45,17.35499,105.13801,1990.0967,2.04044,51.06867,6.15461,84183,0.91
XOM,4/30/2023,Energy,0,0,0,0,0,108.50294,0,0.91353,61.72459,6.15461,84183,0.91
XOM,4/29/2023,Energy,0,0,0,0,0,108.50294,0,0.85476,61.72459,6.15461,84183,0.91
XOM,4/28/2023,Energy,117.25,118.34,119.92,116.83,24.38195,108.50294,2885.35996,0.85476,61.72459,6.15461,84183,0.91
XOM,4/27/2023,Energy,115.62,116.83,117.01,114.8818,16.27919,107.11846,1901.89777,0.76211,58.40899,6.15461,84183,0.91
XOM,4/26/2023,Energy,116.03,115.45,117.09,114.68,15.56609,105.85317,1797.10509,1.67799,55.10895,6.15461,84183,0.91
XOM,4/25/2023,Energy,117.55,116.52,117.74,115.63,12.17983,106.83422,1419.19379,1.5109,58.44789,6.15461,84183,0.91
XOM,4/24/2023,Energy,115.92,118.2,118.885,115.88,15.83131,108.37457,1871.26084,2.77167,64.11107,6.15461,84183,0.91
XOM,4/23/2023,Energy,0,0,0,0,0,106.36662,0,1.34911,59.34257,6.15461,84183,0.91
XOM,4/22/2023,Energy,0,0,0,0,0,106.36662,0,2.46066,59.34257,6.15461,84183,0.91
XOM,4/21/2023,Energy,116.49,116.01,116.88,115.26,14.31533,106.36662,1660.72143,2.46066,59.34257,6.15461,84183,0.91
XOM,4/20/2023,Energy,115.125,115.64,115.68,113.2298,17.03875,106.02738,1970.36105,2.90056,58.47704,6.15461,84183,0.91
XOM,4/19/2023,Energy,116.08,116.57,116.9,115.77,10.68261,106.88007,1245.27185,-4.55643,61.53448,6.15461,84183,0.91
XOM,4/18/2023,Energy,114.39,116.94,117.21,114.3,17.43614,107.21931,2038.98221,-2.3457,62.74646,6.15461,84183,0.91
XOM,4/17/2023,Energy,115.49,114.7,116.51,114.42,13.26035,105.16551,1520.96215,0.33518,58.10805,6.15461,84183,0.91
XOM,4/16/2023,Energy,0,0,0,0,0,106.40329,0,0.26119,62.46023,6.15461,84183,0.91
XOM,4/15/2023,Energy,0,0,0,0,0,106.40329,0,0.20607,62.46023,6.15461,84183,0.91
XOM,4/14/2023,Energy,115.9,116.05,116.66,115.12,11.53083,106.40329,1338.15282,0.20607,62.46023,6.15461,84183,0.91
XOM,4/13/2023,Energy,114.6,115.77,115.89,114.13,12.39965,106.14657,1435.50748,0.20367,61.9108,6.15461,84183,0.91
XOM,4/12/2023,Energy,116.16,115.23,116.59,114.93,10.91902,105.65146,1258.19868,1.98221,60.8856,6.15461,84183,0.91
XOM,4/11/2023,Energy,114.96,115.35,116.1999,114.38,11.75846,105.76148,1356.33836,-11.07358,61.22565,6.15461,84183,0.91
XOM,4/10/2023,Energy,114.78,114.54,116.18,114.17,13.00655,105.01881,1489.77024,-4.70419,59.81906,6.15461,84183,0.91
XOM,4/9/2023,Energy,0,0,0,0,0,105.48642,0,-5.55062,61.11526,6.15461,84183,0.91
XOM,4/8/2023,Energy,0,0,0,0,0,105.48642,0,-1.34438,61.11526,6.15461,84183,0.91
XOM,4/7/2023,Energy,0,0,0,0,0,105.48642,0,-1.34438,61.11526,6.15461,84183,0.91
XOM,4/6/2023,Energy,116.86,115.05,117.18,114.77,15.77796,105.48642,1815.2543,-1.34438,61.11526,6.15461,84183,0.91
XOM,4/5/2023,Energy,115.35,116.99,117,114.31,16.47947,107.26516,1927.9332,7.16283,66.18062,6.15461,84183,0.91
XOM,4/4/2023,Energy,116.26,115.02,116.7,114.17,16.36549,105.45891,1882.35866,0.42073,63.3135,6.15461,84183,0.91
XOM,4/3/2023,Energy,113.39,116.13,116.85,113.12,28.08768,106.47664,3261.82228,-3.86223,66.25219,6.15461,84183,0.91
XOM,4/2/2023,Energy,0,0,0,0,0,100.54447,0,0.49027,54.92961,6.15461,84183,0.91
XOM,4/1/2023,Energy,0,0,0,0,0,100.54447,0,-0.11736,54.92961,6.15461,84183,0.91
XOM,3/31/2023,Energy,109.68,109.66,110.17,109.0499,14.41796,100.54447,1581.07349,-0.11736,54.92961,6.15461,84183,0.91
XOM,3/30/2023,Energy,109.55,109.49,109.57,108.52,11.57817,100.3886,1267.69383,0.32945,54.55763,6.15461,93790,0.91
XOM,3/29/2023,Energy,108.06,108.96,109.16,107.49,14.21912,99.90265,1549.31532,0.10735,53.44529,6.15461,93790,0.91
XOM,3/28/2023,Energy,105.44,107.12,107.65,105.19,11.04759,98.2156,1183.41784,-1.7118,49.45695,6.15461,93790,0.91
XOM,3/27/2023,Energy,104.74,105.8,106.48,103.91,14.80591,97.00533,1566.46528,-3.80914,46.39793,6.15461,93790,0.91
XOM,3/26/2023,Energy,0,0,0,0,0,94.92402,0,0.90442,40.66321,6.15461,93790,0.91
XOM,3/25/2023,Energy,0,0,0,0,0,94.92402,0,1.93415,40.66321,6.15461,93790,0.91
XOM,3/24/2023,Energy,101.47,103.53,103.85,100.9132,13.40581,94.92402,1387.90351,1.93415,40.66321,6.15461,93790,0.91
XOM,3/23/2023,Energy,105.36,103.41,106.34,102.44,14.38587,94.814,1487.64282,2.06621,40.34995,6.15461,93790,0.91
XOM,3/22/2023,Energy,106.8,104.59,107.175,104.56,14.95267,95.89591,1563.89976,2.16874,42.39359,6.15461,93790,0.91
XOM,3/21/2023,Energy,104.17,107.04,107.28,104.13,31.59231,98.14225,3381.64086,2.21162,46.98117,6.15461,93790,0.91
XOM,3/20/2023,Energy,99.63,102.45,102.48,99.5,32.04211,93.9338,3282.71417,0.50466,34.68538,6.15461,93790,0.91
XOM,3/19/2023,Energy,0,0,0,0,0,91.54076,0,0.76326,25.57136,6.15461,93790,0.91
XOM,3/18/2023,Energy,0,0,0,0,0,91.54076,0,1.00888,25.57136,6.15461,93790,0.91
XOM,3/17/2023,Energy,100.6,99.84,101.6149,99.14,43.19947,91.54076,4313.03509,1.00888,25.57136,6.15461,93790,0.91
XOM,3/16/2023,Energy,99.11,101.03,101.68,98.02,27.47613,92.63184,2775.91341,2.01342,27.1769,6.15461,93790,0.91
XOM,3/15/2023,Energy,102.82,101.62,104.2,100.2203,25.73378,93.17279,2615.06672,1.92417,27.98586,6.15461,93790,0.91
XOM,3/14/2023,Energy,106.35,106.94,109.01,104.96,18.26351,98.05057,1953.09976,0.54131,37.27623,6.15461,93790,0.91
XOM,3/13/2023,Energy,105.34,106.54,107.86,103.72,20.74563,97.68382,2210.23942,-0.15118,35.78799,6.15461,93790,0.91
XOM,3/12/2023,Energy,0,0,0,0,0,98.82074,0,-0.28734,38.41149,6.15461,93790,0.91
XOM,3/11/2023,Energy,0,0,0,0,0,98.82074,0,-0.14879,38.41149,6.15461,93790,0.91
XOM,3/10/2023,Energy,109.56,107.78,111.035,107.15,15.79567,98.82074,1702.45731,-0.14879,38.41149,6.15461,93790,0.91
XOM,3/9/2023,Energy,110.87,109.13,112.23,109.03,12.96124,100.05852,1414.46012,-0.13706,41.48597,6.15461,93790,0.91
XOM,3/8/2023,Energy,111.23,109.98,112.42,109.065,13.50982,100.83787,1485.81,0.95593,43.52267,6.15461,93790,0.91
XOM,3/7/2023,Energy,112.81,111.61,113.17,111.17,11.52529,102.33237,1286.33762,1.02081,47.69188,6.15461,93790,0.91
XOM,3/6/2023,Energy,111.99,113.81,113.84,111.87,14.34741,104.34949,1632.87873,0.27298,54.19886,6.15461,93790,0.91
XOM,3/5/2023,Energy,0,0,0,0,0,103.43262,0,0.14227,51.40012,6.15461,93790,0.91
XOM,3/4/2023,Energy,0,0,0,0,0,103.43262,0,0.46613,51.40012,6.15461,93790,0.91
XOM,3/3/2023,Energy,110.05,112.81,113.37,109.95,13.00671,103.43262,1467.28696,0.46613,51.40012,6.15461,93790,0.91
XOM,3/2/2023,Energy,110.615,111.4,111.695,110.17,10.34308,102.13983,1152.21911,0.121,47.17371,6.15461,93790,0.91
XOM,3/1/2023,Energy,109.31,110.89,111.86,109.24,13.19996,101.67222,1463.74356,-0.83305,45.58434,6.15461,93790,0.91
XOM,2/28/2023,Energy,111.24,109.91,111.36,109.22,18.10703,100.77368,1990.14367,-0.16346,42.49736,6.15461,93790,0.91
XOM,2/27/2023,Energy,110.8,110.55,111.26,109.9601,11.71045,101.36048,1294.59025,0.32487,44.01142,6.15461,93790,0.91
XOM,2/26/2023,Energy,0,0,0,0,0,101.54386,0,0.47557,44.47118,6.15461,93790,0.91
XOM,2/25/2023,Energy,0,0,0,0,0,101.54386,0,0.47557,44.47118,6.15461,93790,0.91
XOM,2/24/2023,Energy,109.33,110.75,110.96,109.02,14.35104,101.54386,1589.37768,0.47557,44.47118,6.15461,93790,0.91
XOM,2/23/2023,Energy,110.73,110.74,111.83,109.9,11.2894,101.53469,1250.18816,3.20931,44.44423,6.15461,93790,0.91
XOM,2/22/2023,Energy,110.48,109.73,110.97,108.64,13.97384,100.60865,1533.34946,-0.64779,41.79542,6.15461,93790,0.91
XOM,2/21/2023,Energy,110.81,111.17,112.38,110.81,14.46943,101.92895,1608.56653,-2.16837,44.61137,6.15461,93790,0.91
XOM,2/20/2023,Energy,0,0,0,0,0,102.0298,0,-3.2224,44.82559,6.15461,93790,0.91
XOM,2/19/2023,Energy,0,0,0,0,0,102.0298,0,-0.46075,44.82559,6.15461,93790,0.91
XOM,2/18/2023,Energy,0,0,0,0,0,102.0298,0,-0.35568,44.82559,6.15461,93790,0.91
XOM,2/17/2023,Energy,114.19,111.28,114.19,110.9799,20.75833,102.0298,2309.98696,-0.35568,44.82559,6.15461,93790,0.91
XOM,2/16/2023,Energy,115.31,115.73,116.78,114.8,11.3606,106.10989,1314.76224,-0.20035,54.69116,6.15461,93790,0.91
XOM,2/15/2023,Energy,115.72,116.07,116.09,114.14,13.67336,106.42163,1587.0669,-0.2004,55.55868,6.15461,93790,0.91
XOM,2/14/2023,Energy,117.01,116.42,117.81,116.0169,12.07899,106.74254,1406.23602,-1.57296,56.41406,6.15461,93790,0.91
XOM,2/13/2023,Energy,117.72,117.8,118.18,115.9,14.53624,108.00782,1712.36907,-0.61934,59.78395,6.15461,93790,0.91
XOM,2/12/2023,Energy,0,0,0,0,0,108.42959,0,3.7192,63.26787,6.15461,93790,0.91
XOM,2/11/2023,Energy,0,0,0,0,0,108.42959,0,1.64965,63.26787,6.15461,93790,0.91
XOM,2/10/2023,Energy,116.51,119.17,119.63,116.16,24.91862,108.42959,2969.55195,1.64965,63.26787,6.15461,93790,0.91
XOM,2/9/2023,Energy,114.62,114.35,116.24,114.18,17.43931,104.044,1994.1851,1.38897,54.6303,6.15461,93790,0.91
XOM,2/8/2023,Energy,115.05,113.92,115.83,113.85,18.45968,103.65275,2102.92675,1.56526,53.72895,6.15461,93790,0.91
XOM,2/7/2023,Energy,112.39,114.92,115.31,112.021,16.01331,104.56263,1840.24959,1.13317,56.13733,6.15461,93790,0.91
XOM,2/6/2023,Energy,112.36,111.73,113.09,110.32,13.85521,101.66013,1548.04261,-1.49162,49.42171,6.15461,93790,0.91
XOM,2/5/2023,Energy,0,0,0,0,0,101.83301,0,-1.31265,49.84378,6.15461,93790,0.91
XOM,2/4/2023,Energy,0,0,0,0,0,101.83301,0,-0.53238,49.84378,6.15461,93790,0.91
XOM,2/3/2023,Energy,111.9,111.92,114.11,111.56,20.22661,101.83301,2263.76219,-0.53238,49.84378,6.15461,93790,0.91
XOM,2/2/2023,Energy,114.85,111.15,115.07,109.83,24.56212,101.1324,2730.07964,1.3198,48.17835,6.15461,93790,0.91
XOM,2/1/2023,Energy,115.83,114.74,117.38,113.34,19.46487,104.39885,2233.39918,1.03923,56.26695,6.15461,93790,0.91
XOM,1/31/2023,Energy,112.1,116.01,116.4,110.43,27.86185,105.55439,3232.25322,1.35858,59.55121,6.15461,93790,0.91
XOM,1/30/2023,Energy,115.09,113.56,115.49,113.1519,18.67205,103.3252,2120.398,2.1189,54.82808,6.15461,93790,0.91
XOM,1/29/2023,Energy,0,0,0,0,0,105.19044,0,4.7429,60.29868,6.15461,93790,0.91
XOM,1/28/2023,Energy,0,0,0,0,0,105.19044,0,3.50725,60.29868,6.15461,93790,0.91
XOM,1/27/2023,Energy,116.95,115.61,117.67,115.39,15.17921,105.19044,1754.86847,3.50725,60.29868,6.15461,93790,0.91
XOM,1/26/2023,Energy,114.72,117.76,117.78,114.335,21.01968,107.14667,2475.27752,3.28283,66.78851,6.15461,93790,0.91
XOM,1/25/2023,Energy,113.23,113.21,113.65,111.39,11.91473,103.00674,1348.86658,-0.62332,57.88007,6.15461,93790,0.91
XOM,1/24/2023,Energy,112.55,113.81,114.02,104.87,13.58303,103.55267,1545.88408,0.26496,59.8457,6.15461,93790,0.91
XOM,1/23/2023,Energy,113.64,112.76,114.59,112.64,16.58442,102.5973,1870.0592,0.22171,57.50033,6.15461,93790,0.91
XOM,1/22/2023,Energy,0,0,0,0,0,103.13412,0,0.95286,59.30779,6.15461,93790,0.91
XOM,1/21/2023,Energy,0,0,0,0,0,103.13412,0,0.95286,59.30779,6.15461,93790,0.91
XOM,1/20/2023,Energy,111.36,113.35,113.44,110.61,16.51561,103.13412,1872.04439,0.95286,59.30779,6.15461,93790,0.91
XOM,1/19/2023,Energy,110.07,111.32,112.13,109.58,12.92802,101.28708,1439.14719,3.40251,54.76489,6.15461,93790,0.91
